/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_54_551.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_54_551.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_54_551.jpg,0,0,0,3.037825E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_54_624.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_54_624.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_54_624.jpg,0,0,0,2.439741E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_54_698.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_54_698.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_54_698.jpg,0,0,0,1.248845E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_54_769.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_54_769.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_54_769.jpg,0,0,0,2.793305E-07
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_54_842.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_54_842.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_54_842.jpg,0,0,0,1.211234E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_54_917.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_54_917.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_54_917.jpg,0,0,0,1.342723E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_54_985.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_54_985.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_54_985.jpg,0,0,0,1.441857E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_55_059.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_55_059.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_55_059.jpg,0,0,0,1.771924E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_55_132.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_55_132.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_55_132.jpg,0,0,0,2.697838E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2018_10_04_23_44_55_206.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2018_10_04_23_44_55_206.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2018_10_04_23_44_55_206.jpg,0,0,0,1.836991E-06
